EmployeeSurname;EmployeeFirstname;CustomerState;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Turnbloom;Scott;Illinois;11;88.15;849.60;289.00;3178.99
Turnbloom;Scott;Indiana;16;21.76;785.64;448.73;7179.75
Turnbloom;Scott;Iowa;7;141.76;976.34;656.19;4593.33
Turnbloom;Scott;Kansas;8;257.46;806.07;580.45;4643.62
Turnbloom;Scott;Kentucky;11;83.48;851.51;383.36;4217.00
Turnbloom;Scott;Louisiana;11;100.07;925.36;433.14;4764.57
Turnbloom;Scott;Maine;10;167.02;865.24;525.50;5255.03
Turnbloom;Scott;Maryland;9;62.06;940.70;648.30;5834.69
Turnbloom;Scott;Massachusetts;13;40.26;996.94;474.86;6173.14
Turnbloom;Scott;Michigan;13;114.45;989.65;560.10;7281.30
Turnbloom;Scott;Minnesota;7;195.46;900.32;579.64;4057.46
Turnbloom;Scott;Mississippi;9;184.07;884.09;488.46;4396.17
Turnbloom;Scott;Missouri;10;111.09;979.58;562.39;5623.91
Turnbloom;Scott;Montana;9;103.39;925.69;600.45;5404.07
Turnbloom;Scott;Nebraska;8;22.63;958.03;608.76;4870.09
Turnbloom;Scott;Nevada;6;23.41;953.93;500.91;3005.46
Turnbloom;Scott;New Hampshire;9;287.37;956.68;606.09;5454.84
Turnbloom;Scott;New Jersey;10;93.24;794.72;458.59;4585.93
Turnbloom;Scott;New Mexico;10;54.86;728.26;381.23;3812.28
Turnbloom;Scott;New York;8;249.77;956.41;623.47;4987.78
Turnbloom;Scott;North Carolina;13;146.69;950.73;499.94;6499.17
Turnbloom;Scott;North Dakota;13;34.98;965.96;536.94;6980.17
Turnbloom;Scott;Ohio;8;102.74;784.63;349.77;2798.14
Turnbloom;Scott;Oklahoma;6;69.98;905.82;517.59;3105.52
Turnbloom;Scott;Oregon;15;242.05;997.21;634.45;9516.72
Turnbloom;Scott;Pennsylvania;6;173.20;820.85;477.95;2867.69
Turnbloom;Scott;Rhode Island;13;147.24;932.45;537.60;6988.81
Turnbloom;Scott;South Carolina;11;33.67;970.27;588.38;6472.13
Turnbloom;Scott;South Dakota;11;79.46;958.79;532.88;5861.63
Turnbloom;Scott;Tennessee;16;108.38;986.32;526.25;8420.00
Turnbloom;Scott;Texas;12;93.28;963.89;464.19;5570.33
Turnbloom;Scott;Utah;5;185.48;914.56;582.65;2913.23
Turnbloom;Scott;Vermont;9;379.71;957.78;690.06;6210.55
Turnbloom;Scott;Virginia;13;145.72;964.57;567.88;7382.47
Turnbloom;Scott;Washington;10;20.96;990.39;581.77;5817.67
Turnbloom;Scott;West Virginia;17;85.90;960.32;548.18;9319.10
Turnbloom;Scott;Wisconsin;9;55.21;942.42;441.99;3977.95
Turnbloom;Scott;Wyoming;11;124.76;990.75;544.73;5991.98
Tusting;Leonardo;Alabama;6;267.41;996.99;601.01;3606.08
Tusting;Leonardo;Alaska;11;157.53;971.69;621.39;6835.28
Tusting;Leonardo;Arizona;12;161.13;903.89;528.66;6343.86
Tusting;Leonardo;Arkansas;6;496.54;855.16;643.46;3860.75
Tusting;Leonardo;California;4;353.74;921.54;607.16;2428.64
Tusting;Leonardo;Colorado;14;92.06;971.31;472.88;6620.33
Tusting;Leonardo;Connecticut;14;29.06;957.33;549.34;7690.71
Tusting;Leonardo;Delaware;4;96.97;887.95;566.39;2265.55
Tusting;Leonardo;Florida;13;23.05;847.18;584.72;7601.33
Tusting;Leonardo;Georgia;5;138.54;974.25;568.12;2840.59
Tusting;Leonardo;Hawaii;12;223.07;824.98;455.80;5469.64
Tusting;Leonardo;Idaho;8;77.54;968.92;577.90;4623.20
Tusting;Leonardo;Illinois;11;109.81;842.67;528.33;5811.67
Tusting;Leonardo;Indiana;5;196.59;852.40;535.62;2678.10
Tusting;Leonardo;Iowa;10;45.86;826.64;351.97;3519.67
Tusting;Leonardo;Kansas;11;111.30;902.24;563.44;6197.85
Tusting;Leonardo;Kentucky;17;53.82;921.86;459.49;7811.36
Tusting;Leonardo;Louisiana;9;240.92;987.51;499.79;4498.07
Tusting;Leonardo;Maine;12;22.08;954.18;488.79;5865.50
Tusting;Leonardo;Maryland;8;47.98;877.63;425.18;3401.40
Tusting;Leonardo;Massachusetts;9;101.25;726.51;489.31;4403.83
Tusting;Leonardo;Michigan;13;59.12;994.77;545.59;7092.63
Tusting;Leonardo;Minnesota;4;50.00;595.78;306.50;1225.99
Tusting;Leonardo;Mississippi;5;49.50;689.54;407.99;2039.95
Tusting;Leonardo;Missouri;9;44.52;967.22;570.78;5137.06
Tusting;Leonardo;Montana;14;50.02;863.04;422.18;5910.48
Tusting;Leonardo;Nebraska;8;72.68;825.94;349.16;2793.27
Tusting;Leonardo;Nevada;15;84.89;881.03;464.93;6973.93
Tusting;Leonardo;New Hampshire;7;110.65;988.22;421.26;2948.81
Tusting;Leonardo;New Jersey;12;88.60;857.35;546.16;6553.90
Tusting;Leonardo;New Mexico;10;176.13;982.44;534.13;5341.31
Tusting;Leonardo;New York;11;66.94;724.22;410.21;4512.31
Tusting;Leonardo;North Carolina;14;81.27;927.93;537.18;7520.48
Tusting;Leonardo;North Dakota;12;96.51;986.37;613.51;7362.09
Tusting;Leonardo;Ohio;8;52.97;859.45;480.34;3842.68
Tusting;Leonardo;Oklahoma;11;23.91;946.59;414.86;4563.41
Tusting;Leonardo;Oregon;17;83.07;958.50;551.25;9371.23
Tusting;Leonardo;Pennsylvania;7;121.28;990.98;480.67;3364.70
Tusting;Leonardo;Rhode Island;9;24.41;970.04;550.08;4950.72
Tusting;Leonardo;South Carolina;8;126.79;975.07;652.65;5221.17
Tusting;Leonardo;South Dakota;7;169.82;493.16;328.58;2300.03
Tusting;Leonardo;Tennessee;17;32.32;985.52;518.66;8817.29
Tusting;Leonardo;Texas;9;201.32;916.36;597.98;5381.80
Tusting;Leonardo;Utah;8;68.80;641.77;396.84;3174.74
Tusting;Leonardo;Vermont;9;40.87;554.64;326.98;2942.81
Tusting;Leonardo;Virginia;12;304.07;978.49;701.55;8418.59
Tusting;Leonardo;Washington;11;165.61;900.09;471.93;5191.18
Tusting;Leonardo;West Virginia;11;141.60;971.03;669.02;7359.17
Tusting;Leonardo;Wisconsin;10;64.25;925.21;449.89;4498.90
Tusting;Leonardo;Wyoming;11;21.22;916.60;581.65;6398.16
Vanderkamp;Rowan;Alabama;13;20.00;935.29;539.80;7017.45
Vanderkamp;Rowan;Alaska;13;73.78;839.04;438.88;5705.49
Vanderkamp;Rowan;Arizona;5;319.05;885.26;614.27;3071.35
Vanderkamp;Rowan;Arkansas;7;25.69;770.52;358.65;2510.53
Vanderkamp;Rowan;California;9;28.44;973.11;525.22;4726.94
Vanderkamp;Rowan;Colorado;16;90.97;971.79;570.68;9130.95
Vanderkamp;Rowan;Connecticut;10;182.31;999.05;588.31;5883.09
Vanderkamp;Rowan;Delaware;14;124.34;729.00;413.80;5793.17
Vanderkamp;Rowan;Florida;9;42.86;860.94;493.40;4440.61
Vanderkamp;Rowan;Georgia;7;182.27;904.19;492.08;3444.54
Vanderkamp;Rowan;Hawaii;11;177.32;983.59;521.98;5741.77
Vanderkamp;Rowan;Idaho;6;119.07;756.04;378.11;2268.68
Vanderkamp;Rowan;Illinois;9;60.27;904.98;353.70;3183.31
Vanderkamp;Rowan;Indiana;14;117.37;998.49;583.41;8167.73
Vanderkamp;Rowan;Iowa;10;176.33;888.21;562.31;5623.13
Vanderkamp;Rowan;Kansas;6;102.47;726.93;406.12;2436.69
Vanderkamp;Rowan;Kentucky;11;34.70;918.33;347.10;3818.10
Vanderkamp;Rowan;Louisiana;8;38.36;956.66;607.87;4862.97
Vanderkamp;Rowan;Maine;7;119.85;952.59;508.63;3560.40
Vanderkamp;Rowan;Maryland;12;62.41;896.36;498.57;5982.87
Vanderkamp;Rowan;Massachusetts;8;262.06;870.33;564.11;4512.90
Vanderkamp;Rowan;Michigan;9;35.42;524.91;291.42;2622.81
Vanderkamp;Rowan;Minnesota;5;480.26;953.09;734.74;3673.69
Vanderkamp;Rowan;Mississippi;12;117.21;933.78;479.71;5756.54
Vanderkamp;Rowan;Missouri;11;47.56;992.42;521.36;5734.97
Vanderkamp;Rowan;Montana;11;65.43;954.46;482.47;5307.22
Vanderkamp;Rowan;Nebraska;1;787.62;787.62;787.62;787.62
Vanderkamp;Rowan;Nevada;13;84.98;924.29;388.94;5056.24
Vanderkamp;Rowan;New Hampshire;8;72.34;952.54;403.91;3231.29
Vanderkamp;Rowan;New Jersey;6;171.25;676.51;425.99;2555.93
Vanderkamp;Rowan;New Mexico;17;53.02;985.93;645.54;10974.21
Vanderkamp;Rowan;New York;12;92.16;876.83;434.39;5212.72
Vanderkamp;Rowan;North Carolina;10;33.26;960.79;512.11;5121.08
Vanderkamp;Rowan;North Dakota;9;107.52;990.18;543.72;4893.48
Vanderkamp;Rowan;Ohio;9;142.33;878.34;415.63;3740.70
Vanderkamp;Rowan;Oklahoma;14;60.26;915.23;490.32;6864.48
Vanderkamp;Rowan;Oregon;16;123.13;941.53;594.84;9517.50
Vanderkamp;Rowan;Pennsylvania;11;97.52;885.35;471.45;5185.92
Vanderkamp;Rowan;Rhode Island;9;34.57;850.56;381.86;3436.70
Vanderkamp;Rowan;South Carolina;12;112.47;914.66;499.82;5997.86
Vanderkamp;Rowan;South Dakota;11;29.24;864.48;465.07;5115.73
Vanderkamp;Rowan;Tennessee;14;64.08;921.69;485.35;6794.93
Vanderkamp;Rowan;Texas;14;53.88;938.48;480.59;6728.24
Vanderkamp;Rowan;Utah;9;88.33;988.34;566.36;5097.26
Vanderkamp;Rowan;Vermont;8;198.46;894.37;622.02;4976.19
Vanderkamp;Rowan;Virginia;7;28.47;898.04;428.56;2999.95
Vanderkamp;Rowan;Washington;9;174.36;956.52;536.29;4826.60
Vanderkamp;Rowan;West Virginia;10;152.11;937.89;461.94;4619.41
Vanderkamp;Rowan;Wisconsin;13;133.14;902.92;516.68;6716.80
Vanderkamp;Rowan;Wyoming;9;49.90;776.28;373.26;3359.32
Vaught;William;Alabama;7;166.46;937.08;455.08;3185.56
Vaught;William;Alaska;12;175.33;963.99;665.91;7990.93
Vaught;William;Arizona;12;142.17;923.65;606.89;7282.65
Vaught;William;Arkansas;19;35.48;979.68;534.72;10159.74
Vaught;William;California;11;195.87;979.95;481.30;5294.30
Vaught;William;Colorado;12;21.85;773.29;399.70;4796.39
Vaught;William;Connecticut;7;85.08;971.54;517.98;3625.89
Vaught;William;Delaware;11;117.31;954.35;528.87;5817.61
Vaught;William;Florida;15;30.21;957.03;570.33;8554.95
Vaught;William;Georgia;6;209.20;999.96;590.39;3542.34
Vaught;William;Hawaii;16;52.44;983.52;548.86;8781.84
Vaught;William;Idaho;8;151.10;907.25;574.29;4594.30
Vaught;William;Illinois;6;99.61;630.11;298.56;1791.33
Vaught;William;Indiana;8;99.88;990.50;406.69;3253.53
Vaught;William;Iowa;6;163.52;999.67;699.62;4197.75
Vaught;William;Kansas;9;58.90;928.04;587.84;5290.59
Vaught;William;Kentucky;6;112.51;895.59;411.43;2468.60
Vaught;William;Louisiana;6;57.78;992.53;615.66;3693.96
Vaught;William;Maine;11;77.43;585.35;309.55;3405.10
Vaught;William;Maryland;17;99.16;975.58;531.15;9029.51
Vaught;William;Massachusetts;10;44.61;958.98;565.70;5656.95
Vaught;William;Michigan;14;61.01;952.95;575.97;8063.60
Vaught;William;Minnesota;4;186.50;694.62;434.42;1737.69
Vaught;William;Mississippi;11;140.88;981.88;496.66;5463.28
Vaught;William;Missouri;10;55.33;856.64;422.97;4229.71
Vaught;William;Montana;10;93.26;959.82;533.29;5332.90
Vaught;William;Nebraska;8;191.23;946.42;671.20;5369.59
Vaught;William;Nevada;13;42.30;834.26;474.63;6170.22
Vaught;William;New Hampshire;10;218.63;961.75;662.37;6623.66
Vaught;William;New Jersey;7;54.73;845.22;439.68;3077.74
Vaught;William;New Mexico;7;108.83;856.85;445.54;3118.77
Vaught;William;New York;9;133.57;934.48;576.11;5184.97
Vaught;William;North Carolina;13;127.54;926.01;444.82;5782.60
Vaught;William;North Dakota;11;267.12;991.28;612.71;6739.81
Vaught;William;Ohio;8;201.10;989.06;555.46;4443.67
Vaught;William;Oklahoma;10;85.61;965.87;410.25;4102.48
Vaught;William;Oregon;15;86.45;950.21;481.23;7218.41
Vaught;William;Pennsylvania;14;224.05;796.68;449.25;6289.52
Vaught;William;Rhode Island;8;308.31;978.52;672.75;5382.01
Vaught;William;South Carolina;13;32.46;794.89;308.46;4009.93
Vaught;William;South Dakota;5;250.30;628.13;452.25;2261.24
Vaught;William;Tennessee;14;35.34;996.13;461.18;6456.59
Vaught;William;Texas;4;91.58;956.01;496.59;1986.37
Vaught;William;Utah;12;34.78;815.22;506.75;6080.94
Vaught;William;Vermont;13;37.58;907.26;479.86;6238.16
Vaught;William;Virginia;10;138.46;814.82;517.44;5174.45
Vaught;William;Washington;7;280.94;907.82;631.95;4423.67
Vaught;William;West Virginia;10;212.81;788.57;532.98;5329.85
Vaught;William;Wisconsin;10;55.48;938.22;523.02;5230.20
Vaught;William;Wyoming;11;307.26;869.58;667.72;7344.92
Vegiard;Daniel;Alabama;5;316.54;764.17;486.07;2430.36
Vegiard;Daniel;Alaska;11;57.04;995.45;439.99;4839.90
Vegiard;Daniel;Arizona;10;48.17;876.67;552.78;5527.77
Vegiard;Daniel;Arkansas;20;37.57;848.45;381.30;7626.01
Vegiard;Daniel;California;8;44.18;999.35;639.30;5114.36
Vegiard;Daniel;Colorado;13;59.88;972.83;441.26;5736.39
Vegiard;Daniel;Connecticut;8;82.66;863.35;523.07;4184.56
Vegiard;Daniel;Delaware;9;91.12;950.52;555.86;5002.73
Vegiard;Daniel;Florida;2;229.11;367.28;298.20;596.39
Vegiard;Daniel;Georgia;12;56.93;994.85;527.97;6335.68
Vegiard;Daniel;Hawaii;8;78.64;877.98;489.11;3912.88
Vegiard;Daniel;Idaho;8;32.99;967.07;486.09;3888.68
Vegiard;Daniel;Illinois;11;147.13;769.21;501.69;5518.64
Vegiard;Daniel;Indiana;11;178.77;950.51;523.40;5757.35
Vegiard;Daniel;Iowa;9;410.38;960.63;691.85;6226.62
Vegiard;Daniel;Kansas;15;64.30;984.69;519.39;7790.89
Vegiard;Daniel;Kentucky;11;113.54;895.50;385.60;4241.63
Vegiard;Daniel;Louisiana;7;40.25;984.52;464.80;3253.63
Vegiard;Daniel;Maine;5;92.72;749.51;308.55;1542.75
Vegiard;Daniel;Maryland;7;110.63;644.27;362.46;2537.21
Vegiard;Daniel;Massachusetts;10;56.64;913.81;480.71;4807.12
Vegiard;Daniel;Michigan;10;183.81;924.28;528.73;5287.28
Vegiard;Daniel;Minnesota;18;71.90;990.74;432.17;7779.05
Vegiard;Daniel;Mississippi;10;202.70;904.76;598.99;5989.89
Vegiard;Daniel;Missouri;10;228.19;845.12;559.04;5590.41
Vegiard;Daniel;Montana;8;138.00;971.31;544.88;4359.04
Vegiard;Daniel;Nebraska;8;73.36;953.41;451.33;3610.64
Vegiard;Daniel;Nevada;9;72.17;993.21;571.85;5146.61
Vegiard;Daniel;New Hampshire;14;30.32;986.74;430.82;6031.47
Vegiard;Daniel;New Jersey;11;49.68;945.57;653.90;7192.90
Vegiard;Daniel;New Mexico;15;98.61;919.21;524.19;7862.92
Vegiard;Daniel;New York;9;31.39;970.99;558.97;5030.70
Vegiard;Daniel;North Carolina;11;24.75;801.05;352.96;3882.51
Vegiard;Daniel;North Dakota;9;202.37;912.74;579.26;5213.37
Vegiard;Daniel;Ohio;7;111.52;867.10;486.61;3406.27
Vegiard;Daniel;Oklahoma;9;54.28;983.90;551.08;4959.70
Vegiard;Daniel;Oregon;13;44.66;856.96;404.73;5261.55
Vegiard;Daniel;Pennsylvania;11;38.91;924.01;464.55;5110.07
Vegiard;Daniel;Rhode Island;9;36.22;946.60;591.13;5320.19
Vegiard;Daniel;South Carolina;12;29.04;744.89;408.48;4901.73
Vegiard;Daniel;South Dakota;6;22.46;773.73;471.57;2829.40
Vegiard;Daniel;Tennessee;6;81.26;805.74;363.36;2180.17
Vegiard;Daniel;Texas;8;150.06;710.98;429.52;3436.19
Vegiard;Daniel;Utah;11;67.42;902.62;476.38;5240.17
Vegiard;Daniel;Vermont;8;34.99;953.28;525.67;4205.33
Vegiard;Daniel;Virginia;8;93.66;795.32;373.08;2984.65
Vegiard;Daniel;Washington;9;73.70;940.72;584.79;5263.07
Vegiard;Daniel;West Virginia;11;22.69;877.82;486.19;5348.14
Vegiard;Daniel;Wisconsin;10;26.06;669.85;284.82;2848.16
Vegiard;Daniel;Wyoming;8;20.03;968.66;488.46;3907.69
Verduzco;Charles;Alabama;7;63.39;674.38;291.92;2043.47
Verduzco;Charles;Alaska;13;80.40;853.08;524.67;6820.67
Verduzco;Charles;Arizona;2;343.34;717.15;530.24;1060.49
Verduzco;Charles;Arkansas;12;123.65;998.00;563.85;6766.24
Verduzco;Charles;California;12;89.34;984.21;622.51;7470.10
Verduzco;Charles;Colorado;9;137.92;836.65;500.04;4500.34
Verduzco;Charles;Connecticut;6;497.57;993.14;702.44;4214.63
Verduzco;Charles;Delaware;5;56.97;873.46;407.43;2037.15
Verduzco;Charles;Florida;7;291.06;849.97;605.09;4235.63
Verduzco;Charles;Georgia;8;189.04;821.58;632.28;5058.23
Verduzco;Charles;Hawaii;10;68.57;771.01;450.36;4503.61
Verduzco;Charles;Idaho;7;218.65;995.32;688.02;4816.13
Verduzco;Charles;Illinois;11;20.48;844.27;388.77;4276.46
Verduzco;Charles;Indiana;9;43.08;940.64;459.58;4136.23
Verduzco;Charles;Iowa;9;490.56;936.25;698.15;6283.38
Verduzco;Charles;Kansas;8;47.66;877.19;490.62;3925.00
Verduzco;Charles;Kentucky;13;103.08;859.45;528.29;6867.72
Verduzco;Charles;Louisiana;6;144.79;964.94;403.09;2418.53
Verduzco;Charles;Maine;11;241.30;927.71;584.42;6428.57
Verduzco;Charles;Maryland;5;30.41;701.57;377.26;1886.29
Verduzco;Charles;Massachusetts;11;29.85;833.83;388.33;4271.65
Verduzco;Charles;Michigan;9;179.87;971.85;598.65;5387.88
Verduzco;Charles;Minnesota;14;21.70;912.81;333.20;4664.84
Verduzco;Charles;Mississippi;8;93.95;815.89;382.64;3061.10
Verduzco;Charles;Missouri;16;81.48;792.13;394.94;6319.11
Verduzco;Charles;Montana;6;157.60;991.87;595.82;3574.95
Verduzco;Charles;Nebraska;8;80.21;846.63;446.15;3569.18
Verduzco;Charles;Nevada;8;261.49;803.48;545.46;4363.68
Verduzco;Charles;New Hampshire;9;33.00;972.40;529.77;4767.97
Verduzco;Charles;New Jersey;13;47.13;923.53;407.54;5298.03
Verduzco;Charles;New Mexico;12;57.37;942.97;533.74;6404.88
Verduzco;Charles;New York;10;112.24;804.82;400.65;4006.52
Verduzco;Charles;North Carolina;8;239.48;875.81;596.68;4773.40
Verduzco;Charles;North Dakota;19;25.35;992.44;594.90;11303.17
Verduzco;Charles;Ohio;14;37.06;786.54;394.74;5526.37
Verduzco;Charles;Oklahoma;9;145.78;998.17;621.16;5590.46
Verduzco;Charles;Oregon;13;246.03;982.49;483.36;6283.63
Verduzco;Charles;Pennsylvania;7;26.55;817.05;478.27;3347.90
Verduzco;Charles;Rhode Island;6;26.43;976.27;424.60;2547.57
Verduzco;Charles;South Carolina;11;20.57;868.61;388.55;4274.03
Verduzco;Charles;South Dakota;6;38.36;809.87;480.55;2883.27
Verduzco;Charles;Tennessee;6;58.55;988.91;461.01;2766.04
Verduzco;Charles;Texas;11;155.86;984.81;530.32;5833.47
Verduzco;Charles;Utah;10;72.11;973.37;473.74;4737.43
Verduzco;Charles;Vermont;9;25.44;790.66;364.34;3279.10
Verduzco;Charles;Virginia;16;33.02;944.99;556.97;8911.53
Verduzco;Charles;Washington;7;202.01;942.22;578.05;4046.34
Verduzco;Charles;West Virginia;9;131.40;917.93;500.56;4505.04
Verduzco;Charles;Wisconsin;12;32.19;788.52;424.21;5090.56
Verduzco;Charles;Wyoming;6;293.85;939.59;580.35;3482.08
Vine;Joseph;Alabama;12;254.43;982.36;542.28;6507.30
Vine;Joseph;Alaska;10;79.27;810.11;423.85;4238.48
Vine;Joseph;Arizona;12;100.81;960.59;513.34;6160.11
Vine;Joseph;Arkansas;12;24.03;998.93;576.23;6914.79
Vine;Joseph;California;6;20.86;803.74;437.95;2627.69
Vine;Joseph;Colorado;9;126.36;928.44;513.48;4621.34
Vine;Joseph;Connecticut;13;87.65;990.90;509.69;6625.98
Vine;Joseph;Delaware;12;230.51;980.07;653.51;7842.15
Vine;Joseph;Florida;9;27.46;910.76;501.56;4514.07
Vine;Joseph;Georgia;13;37.23;931.17;503.32;6543.11
Vine;Joseph;Hawaii;11;138.25;886.18;540.88;5949.69
Vine;Joseph;Idaho;12;24.86;992.58;380.48;4565.72
Vine;Joseph;Illinois;9;50.60;931.14;513.52;4621.65
Vine;Joseph;Indiana;6;67.10;894.23;535.64;3213.83
Vine;Joseph;Iowa;13;51.87;923.35;488.01;6344.09
Vine;Joseph;Kansas;5;23.65;588.31;367.67;1838.37
Vine;Joseph;Kentucky;20;57.12;999.39;514.85;10297.04
Vine;Joseph;Louisiana;11;47.52;674.51;358.52;3943.67
Vine;Joseph;Maine;8;121.21;961.27;654.25;5233.98
Vine;Joseph;Maryland;15;115.59;975.97;484.52;7267.77
Vine;Joseph;Massachusetts;8;393.09;950.58;712.69;5701.50
Vine;Joseph;Michigan;7;315.67;872.93;611.53;4280.73
Vine;Joseph;Minnesota;9;129.23;813.06;363.96;3275.62
Vine;Joseph;Mississippi;8;89.15;649.11;395.10;3160.76
Vine;Joseph;Missouri;8;96.27;931.07;530.74;4245.88
Vine;Joseph;Montana;11;158.51;924.30;551.49;6066.37
Vine;Joseph;Nebraska;10;78.24;927.47;428.87;4288.71
Vine;Joseph;Nevada;12;38.73;983.65;483.03;5796.41
Vine;Joseph;New Hampshire;9;237.65;911.92;638.01;5742.11
Vine;Joseph;New Jersey;9;72.98;669.03;342.82;3085.38
Vine;Joseph;New Mexico;12;116.32;926.46;595.73;7148.76
Vine;Joseph;New York;7;336.06;955.72;654.13;4578.92
Vine;Joseph;North Carolina;4;203.21;833.97;510.95;2043.80
Vine;Joseph;North Dakota;10;143.98;975.09;479.45;4794.47
Vine;Joseph;Ohio;11;55.44;973.25;493.34;5426.70
Vine;Joseph;Oklahoma;11;62.12;976.15;591.73;6509.02
Vine;Joseph;Oregon;5;95.73;855.41;383.99;1919.93
Vine;Joseph;Pennsylvania;10;109.52;645.63;353.20;3532.03
Vine;Joseph;Rhode Island;5;85.83;966.31;337.92;1689.58
Vine;Joseph;South Carolina;15;47.65;988.49;516.91;7753.62
Vine;Joseph;South Dakota;13;31.18;721.26;340.78;4430.12
Vine;Joseph;Tennessee;6;560.33;889.64;757.11;4542.67
Vine;Joseph;Texas;10;33.10;931.87;608.12;6081.24
Vine;Joseph;Utah;7;22.14;914.52;469.87;3289.11
Vine;Joseph;Vermont;9;153.17;951.72;508.94;4580.44
Vine;Joseph;Virginia;15;209.03;800.88;398.53;5977.91
Vine;Joseph;Washington;14;59.12;917.21;474.81;6647.28
Vine;Joseph;West Virginia;6;203.18;882.85;552.02;3312.15
Vine;Joseph;Wisconsin;10;172.59;728.99;456.59;4565.92
Vine;Joseph;Wyoming;8;32.26;887.92;387.78;3102.28
Weinzimmer;Ashley;Alabama;10;226.62;998.55;511.99;5119.87
Weinzimmer;Ashley;Alaska;11;106.15;973.06;577.06;6347.64
Weinzimmer;Ashley;Arizona;7;107.11;982.61;491.48;3440.33
Weinzimmer;Ashley;Arkansas;4;256.35;693.27;429.77;1719.09
Weinzimmer;Ashley;California;7;108.86;961.26;514.50;3601.52
Weinzimmer;Ashley;Colorado;14;64.60;995.65;557.98;7811.79
Weinzimmer;Ashley;Connecticut;7;108.75;941.37;498.44;3489.08
Weinzimmer;Ashley;Delaware;9;165.71;805.81;454.13;4087.13
Weinzimmer;Ashley;Florida;11;112.84;737.57;395.98;4355.78
Weinzimmer;Ashley;Georgia;5;130.88;912.95;627.61;3138.05
Weinzimmer;Ashley;Hawaii;13;174.05;956.86;600.73;7809.51
Weinzimmer;Ashley;Idaho;6;177.43;825.15;434.22;2605.30
Weinzimmer;Ashley;Illinois;10;224.62;994.39;676.58;6765.83
Weinzimmer;Ashley;Indiana;7;63.19;917.27;604.52;4231.66
Weinzimmer;Ashley;Iowa;8;23.07;985.37;634.48;5075.82
Weinzimmer;Ashley;Kansas;8;296.95;540.16;424.97;3399.77
Weinzimmer;Ashley;Kentucky;7;261.13;982.36;519.10;3633.67
Weinzimmer;Ashley;Louisiana;17;31.17;990.74;512.68;8715.56
Weinzimmer;Ashley;Maine;12;72.06;920.05;556.22;6674.63
Weinzimmer;Ashley;Maryland;10;39.61;853.98;425.16;4251.64
Weinzimmer;Ashley;Massachusetts;7;51.99;926.88;418.32;2928.22
Weinzimmer;Ashley;Michigan;12;37.22;979.84;612.18;7346.14
Weinzimmer;Ashley;Minnesota;11;27.79;985.21;649.76;7147.35
Weinzimmer;Ashley;Mississippi;12;394.93;959.67;658.10;7897.20
Weinzimmer;Ashley;Missouri;16;22.79;989.14;502.50;8040.01
Weinzimmer;Ashley;Montana;11;56.58;922.10;565.69;6222.64
Weinzimmer;Ashley;Nebraska;5;187.38;914.64;601.00;3004.98
Weinzimmer;Ashley;Nevada;11;30.48;987.30;520.33;5723.66
Weinzimmer;Ashley;New Hampshire;11;30.32;853.88;469.06;5159.71
Weinzimmer;Ashley;New Jersey;10;274.42;977.69;641.69;6416.94
Weinzimmer;Ashley;New Mexico;19;34.91;900.21;412.96;7846.20
Weinzimmer;Ashley;New York;9;36.70;847.83;410.51;3694.62
Weinzimmer;Ashley;North Carolina;9;27.13;581.07;331.71;2985.42
Weinzimmer;Ashley;North Dakota;12;262.43;956.39;640.58;7687.00
Weinzimmer;Ashley;Ohio;6;67.26;788.29;362.29;2173.75
Weinzimmer;Ashley;Oklahoma;10;98.70;960.31;546.86;5468.60
Weinzimmer;Ashley;Oregon;8;44.79;927.05;562.69;4501.53
Weinzimmer;Ashley;Pennsylvania;8;110.31;976.52;584.09;4672.72
Weinzimmer;Ashley;Rhode Island;9;194.07;987.42;599.69;5397.19
Weinzimmer;Ashley;South Carolina;7;93.19;834.23;420.64;2944.49
Weinzimmer;Ashley;South Dakota;11;22.24;993.22;499.11;5490.18
Weinzimmer;Ashley;Tennessee;9;153.50;962.31;488.68;4398.09
Weinzimmer;Ashley;Texas;10;108.96;769.18;390.92;3909.23
Weinzimmer;Ashley;Utah;9;76.00;827.69;477.82;4300.37
Weinzimmer;Ashley;Vermont;16;29.17;993.55;609.99;9759.84
Weinzimmer;Ashley;Virginia;7;47.83;638.93;398.27;2787.86
